ECRef,RegulatedEntityName,RegulatedEntityTypeName,RegistrationStatusName,RegisterName,EntityStatusName,ReferendumName,DesignationStatusName,CompanyRegistrationNumber,ApprovedDate,FieldingCandidatesInEngland,FieldingCandidatesInScotland,FieldingCandidatesInWales,FieldingCandidatesMinorParty,ReferendumOutcome,CampaigningName,Description,DescriptionTranslation,DateDescriptionFirstApproved,FinancialYearEnd
PP12565,Essex Independence,Political Party,Registered,Great Britain,,,,,03/09/2020,True,False,False,False,,,Essex Independence Ltd,,03/09/2020 14:39:09,31/12
PP12565,Essex Independence,Political Party,Registered,Great Britain,,,,,03/09/2020,True,False,False,False,,,The Essex Independence Party,,03/09/2020 14:39:09,31/12
PP230,Ewell Court Residents' Association,Political Party,Registered,Great Britain,,,,,20/03/2002,True,False,False,False,,,,,,31/12
PP10251,Failsworth Independent Party,Political Party,Registered,Great Britain,,,,,02/09/2019,True,False,False,False,,,Failsworth Independents,,02/09/2019 13:27:46,31/12
PP2663,Farnham Residents,Political Party,Registered,Great Britain,,,,,01/04/2015,True,False,False,False,,,,,,31/12
PP6572,Farnworth and Kearsley First Party,Political Party,Registered,Great Britain,,,,,13/09/2017,True,False,False,False,,,,,,31/12
PP6384,Federalist Party of the United Kingdom,Political Party,Registered,Great Britain,,,,,27/03/2017,True,True,True,False,,,Federalist Party,,27/03/2017 11:20:43,31/12
PP689,Fianna Fáil - The Republican Party,Political Party,Registered,Northern Ireland,,,,,10/12/2007,False,False,False,False,,,,,,31/12
PP6662,Five Star Direct Democracy Party,Political Party,Registered,Great Britain,,,,,12/02/2018,True,True,True,False,,,,,,31/12
PP2299,Formby Residents Action Group,Political Party,Registered,Great Britain,,,,,03/04/2014,True,False,False,False,,,,,,31/12
PP9139,Forward,Political Party,Registered,Great Britain,,,,,02/05/2019,True,True,True,False,,,,,,31/12
PP6742,Foundation Party,Political Party,Registered,Great Britain,,,,,29/03/2018,True,True,True,False,,,Foundation Party - We work for you,,06/03/2019 11:42:01,31/12
PP6742,Foundation Party,Political Party,Registered,Great Britain,,,,,29/03/2018,True,True,True,False,,,"Foundation Party - Your Concerns, Our Priorities",,06/03/2019 11:42:01,31/12
PP6742,Foundation Party,Political Party,Registered,Great Britain,,,,,29/03/2018,True,True,True,False,,,Foundation Party - Openness and common sense,,06/03/2019 11:42:01,31/12
PP6742,Foundation Party,Political Party,Registered,Great Britain,,,,,29/03/2018,True,True,True,False,,,Foundation Party - Cleaning up politics,,06/03/2019 11:42:01,31/12
PP6742,Foundation Party,Political Party,Registered,Great Britain,,,,,29/03/2018,True,True,True,False,,,Foundation Party - Holding politicians to account,,06/03/2019 11:42:01,31/12
PP6742,Foundation Party,Political Party,Registered,Great Britain,,,,,29/03/2018,True,True,True,False,,,Foundation Party - Brexit Without Delay,,06/03/2019 11:42:01,31/12
PP6742,Foundation Party,Political Party,Registered,Great Britain,,,,,29/03/2018,True,True,True,False,,,Foundation Party - No Brexit Betrayal,,06/03/2019 11:42:01,31/12
PP6742,Foundation Party,Political Party,Registered,Great Britain,,,,,29/03/2018,True,True,True,False,,,Foundation Party - The Pro-Brexit Party,,06/03/2019 11:42:01,31/12
PP12667,"Freedom Alliance- Integrity, Society, Economy",Political Party,Registered,Great Britain,,,,,16/03/2021,True,True,True,False,,,Freedom Alliance. Dignity and Democracy,,16/03/2021 10:35:03,31/12
PP12667,"Freedom Alliance- Integrity, Society, Economy",Political Party,Registered,Great Britain,,,,,16/03/2021,True,True,True,False,,,Freedom Alliance. The Real Alternative,,16/03/2021 10:35:03,31/12
PP12667,"Freedom Alliance- Integrity, Society, Economy",Political Party,Registered,Great Britain,,,,,16/03/2021,True,True,True,False,,,Freedom Alliance. Make Britain Free.,,16/03/2021 10:35:03,31/12
PP12667,"Freedom Alliance- Integrity, Society, Economy",Political Party,Registered,Great Britain,,,,,16/03/2021,True,True,True,False,,,Freedom Alliance. Supporting Medical Freedom.,,16/03/2021 10:35:03,31/12
PP12667,"Freedom Alliance- Integrity, Society, Economy",Political Party,Registered,Great Britain,,,,,16/03/2021,True,True,True,False,,,Freedom Alliance. No Lockdowns. No Curfews.,,16/03/2021 10:35:03,31/12
PP12667,"Freedom Alliance- Integrity, Society, Economy",Political Party,Registered,Great Britain,,,,,16/03/2021,True,True,True,False,,,Freedom Alliance. Supporting Personal Freedom,,16/03/2021 10:35:03,31/12
PP12667,"Freedom Alliance- Integrity, Society, Economy",Political Party,Registered,Great Britain,,,,,16/03/2021,True,True,True,False,,,Freedom Alliance. Independent Britain.,,16/03/2021 10:35:03,31/12
PP12667,"Freedom Alliance- Integrity, Society, Economy",Political Party,Registered,Great Britain,,,,,16/03/2021,True,True,True,False,,,Freedom Alliance. Personal Liberty and Freedom,,16/03/2021 10:35:03,31/12
PP12667,"Freedom Alliance- Integrity, Society, Economy",Political Party,Registered,Great Britain,,,,,16/03/2021,True,True,True,False,,,Freedom Alliance. Make Scotland Free,,16/03/2021 10:35:03,31/12
PP12667,"Freedom Alliance- Integrity, Society, Economy",Political Party,Registered,Great Britain,,,,,16/03/2021,True,True,True,False,,,Freedom Alliance. People Matter,,16/03/2021 10:35:03,31/12
PP12667,"Freedom Alliance- Integrity, Society, Economy",Political Party,Registered,Great Britain,,,,,16/03/2021,True,True,True,False,,,"Freedom Alliance. Liberty, Equality and Justice",,16/03/2021 10:35:03,31/12
PP12667,"Freedom Alliance- Integrity, Society, Economy",Political Party,Registered,Great Britain,,,,,16/03/2021,True,True,True,False,,,Freedom Alliance. Scotland's Opposition to Lockdown,,16/03/2021 10:35:03,31/12
PP3971,Freedom Party,Political Party,Registered,Great Britain,,,,,23/03/2016,True,True,True,False,,,Freedom Party Candidate,,23/03/2016 16:28:49,31/12
PP3971,Freedom Party,Political Party,Registered,Great Britain,,,,,23/03/2016,True,True,True,False,,,UK Freedom Party,,23/03/2016 16:28:49,31/12
PPm6907,Future Shepton,Minor Party,Registered,,,,,,22/10/2018,True,False,False,True,,,Future Shepton - Working together for Shepton,,10/12/2018 09:29:32,
PPm6907,Future Shepton,Minor Party,Registered,,,,,,22/10/2018,True,False,False,True,,,A fresh approach with Future Shepton,,10/12/2018 09:29:32,
PPm6907,Future Shepton,Minor Party,Registered,,,,,,22/10/2018,True,False,False,True,,,Future Shepton - a new approach,,10/12/2018 09:29:32,
PPm6907,Future Shepton,Minor Party,Registered,,,,,,22/10/2018,True,False,False,True,,,Putting Shepton first with Future Shepton,,10/12/2018 09:29:32,
PPm6907,Future Shepton,Minor Party,Registered,,,,,,22/10/2018,True,False,False,True,,,Future Shepton - Putting Shepton First,,10/12/2018 09:29:32,
PPm6907,Future Shepton,Minor Party,Registered,,,,,,22/10/2018,True,False,False,True,,,Future Shepton - better ways of working,,10/12/2018 09:29:32,
PP6528,Garforth and Swillington Independents Party,Political Party,Registered,Great Britain,,,,,13/09/2017,True,False,False,False,,,,,,31/12
PP609,Get Snouts Out The Trough,Political Party,Registered,Great Britain,,,,,11/12/2006,True,False,False,False,,,,,,31/12
PP63,Green Party,Political Party,Registered,Great Britain,,,,,25/02/1999,True,False,True,False,,,Green Party first choice candidate,Ymgeisydd dewis cyntaf y Blaid Werdd,02/02/2001 00:00:00,31/12
PP63,Green Party,Political Party,Registered,Great Britain,,,,,25/02/1999,True,False,True,False,,,Green Party second choice candidate,Ymgeisydd ail dewis y Blaid Werdd,02/02/2001 00:00:00,31/12
PP63,Green Party,Political Party,Registered,Great Britain,,,,,25/02/1999,True,False,True,False,,,Green Party third choice candidate,Ymgeisydd trydydd dewis y Blaid Werdd,02/02/2001 00:00:00,31/12
PP63,Green Party,Political Party,Registered,Great Britain,,,,,25/02/1999,True,False,True,False,,,Green Party lead candidate,Prif ymgeisydd y Blaid Werdd,02/02/2001 00:00:00,31/12
PP63,Green Party,Political Party,Registered,Great Britain,,,,,25/02/1999,True,False,True,False,,,The Green Party,Plaid Werdd,02/02/2001 00:00:00,31/12
PP63,Green Party,Political Party,Registered,Great Britain,,,,,25/02/1999,True,False,True,False,,,Green Party Stop Fracking Now,,02/02/2001 00:00:00,31/12
PP63,Green Party,Political Party,Registered,Great Britain,,,,,25/02/1999,True,False,True,False,,,Green Party candidate,Ymgeisydd Plaid Werdd,02/02/2001 00:00:00,31/12
PP63,Green Party,Political Party,Registered,Great Britain,,,,,25/02/1999,True,False,True,False,,,The Green Party candidate,Ymgeisydd y Blaid Werdd,02/02/2001 00:00:00,31/12
PP63,Green Party,Political Party,Registered,Great Britain,,,,,25/02/1999,True,False,True,False,,,Wales Green Party,Plaid Werdd Cymru,18/03/2015 16:43:14,31/12
PP63,Green Party,Political Party,Registered,Great Britain,,,,,25/02/1999,True,False,True,False,,,Green Party Councillor,Cynghorydd Plaid Werdd,02/03/2018 12:41:24,31/12
PP63,Green Party,Political Party,Registered,Great Britain,,,,,25/02/1999,True,False,True,False,,,Green Party - Save Our Green Space,Plaid Werdd – Achubwch Ein Mannau Gwyrdd,02/03/2018 12:41:24,31/12
PP305,Green Party,Political Party,Registered,Northern Ireland,,,,,10/04/2003,False,False,False,False,,,Green Party,Pairti Glas,10/04/2003 00:00:00,31/12
PP305,Green Party,Political Party,Registered,Northern Ireland,,,,,10/04/2003,False,False,False,False,,,The Green Party in N.I.,An Pairti Glas I dT.E.,10/04/2003 00:00:00,31/12
PP305,Green Party,Political Party,Registered,Northern Ireland,,,,,10/04/2003,False,False,False,False,,,Green Party - Comhaontas Glas,,04/02/2019 09:28:35,31/12
PP305,Green Party,Political Party,Registered,Northern Ireland,,,,,10/04/2003,False,False,False,False,,,Green Party Northern Ireland,,04/02/2019 09:28:35,31/12
PP305,Green Party,Political Party,Registered,Northern Ireland,,,,,10/04/2003,False,False,False,False,,,Comhontas Glas / The Green Party,,04/02/2019 09:28:35,31/12
PP2535,Guildford Greenbelt Group,Political Party,Registered,Great Britain,,,,,07/11/2014,True,False,False,False,,,,,,31/12
PP6851,Gwlad,Political Party,Registered,Great Britain,,,,,18/02/2019,False,False,True,False,,,Gwlad – Plaid Diddymu San Steffan,Gwlad – The Abolish Westminster Party,24/03/2020 12:08:12,31/3
PP6851,Gwlad,Political Party,Registered,Great Britain,,,,,18/02/2019,False,False,True,False,,,Gwlad – Plaid Annibyniaeth Cymru,Gwlad – The Welsh Independence Party,24/03/2020 12:08:12,31/3
PP6851,Gwlad,Political Party,Registered,Great Britain,,,,,18/02/2019,False,False,True,False,,,Gwlad – Annibyniaeth i Gymru,Gwlad – Independence for Wales,24/03/2020 12:08:12,31/3
PP6851,Gwlad,Political Party,Registered,Great Britain,,,,,18/02/2019,False,False,True,False,,,Gwlad – Yn Paratoi am Annibyniaeth,Gwlad – Preparing for Independence,24/03/2020 12:08:12,31/3
PPm8029,Hadleigh Together,Minor Party,Registered,,,,,,18/02/2019,True,False,False,True,,,,,,
PP251,Halstead Residents' Association,Political Party,Registered,Great Britain,,,,,10/07/2002,True,False,False,False,,,,,,31/12
PP10327,Hampshire Independents,Political Party,Registered,Great Britain,,,,,25/02/2020,True,False,False,False,,,,,,31/12
PP96,Handforth 'Ratepayers' Association (Independent),Political Party,Registered,Great Britain,,,,,02/03/2000,True,False,False,False,,,,,,31/12
PP6415,Harlow Alliance Party,Political Party,Registered,Great Britain,,,,,22/08/2017,True,False,False,False,,,The Harlow Alliance Party,,22/08/2017 16:58:45,31/12
PP6415,Harlow Alliance Party,Political Party,Registered,Great Britain,,,,,22/08/2017,True,False,False,False,,,Alliance Party of Harlow,,22/08/2017 16:58:45,31/12
PP6415,Harlow Alliance Party,Political Party,Registered,Great Britain,,,,,22/08/2017,True,False,False,False,,,The Alliance Party of Harlow,,22/08/2017 16:58:45,31/12
PP6415,Harlow Alliance Party,Political Party,Registered,Great Britain,,,,,22/08/2017,True,False,False,False,,,Harlow Alliance Party (People's Initiative),,22/08/2017 16:58:45,31/12
PP6415,Harlow Alliance Party,Political Party,Registered,Great Britain,,,,,22/08/2017,True,False,False,False,,,Harlow Residents Alliance Party,,22/08/2017 16:58:45,31/12
PP6415,Harlow Alliance Party,Political Party,Registered,Great Britain,,,,,22/08/2017,True,False,False,False,,,Harlow Action Alliance Party,,22/08/2017 16:58:45,31/12
PP6415,Harlow Alliance Party,Political Party,Registered,Great Britain,,,,,22/08/2017,True,False,False,False,,,Alliance Party For Harlow,,22/08/2017 16:58:45,31/12
PP6415,Harlow Alliance Party,Political Party,Registered,Great Britain,,,,,22/08/2017,True,False,False,False,,,The Alliance Party For Harlow,,22/08/2017 16:58:45,31/12
PP6415,Harlow Alliance Party,Political Party,Registered,Great Britain,,,,,22/08/2017,True,False,False,False,,,Harlow Alliance Party People's Initiative (H.A.P.P.I.),,22/08/2017 16:58:45,31/12
PP12732,Harmony Party UK,Political Party,Registered,Great Britain,,,,,17/03/2021,True,True,True,False,,,,,,31/12
PP784,Harold Wood Hill Park Residents Association,Political Party,Registered,Great Britain,,,,,09/11/2009,True,False,False,False,,,Independent Harold Hill Residents Association Gooshays,,22/05/2019 15:34:56,31/12
PP784,Harold Wood Hill Park Residents Association,Political Party,Registered,Great Britain,,,,,09/11/2009,True,False,False,False,,,Independent Harold Hill Residents Association Heaton,,22/05/2019 15:34:56,31/12
PP784,Harold Wood Hill Park Residents Association,Political Party,Registered,Great Britain,,,,,09/11/2009,True,False,False,False,,,Independent Harold Wood Residents Association,,22/05/2019 15:34:56,31/12
PP12668,Hatfield DN7 First,Political Party,Registered,Great Britain,,,,,04/05/2021,True,False,False,False,,,Hatfield First Bringing DN7 Community Together,,04/05/2021 17:43:26,31/12
PP38,Havering Residents Association,Political Party,Registered,Great Britain,,,,,16/03/2000,True,False,False,False,,,Havering Residents Association Emerson Park Ward,,01/04/2014 17:34:47,30/6
PP38,Havering Residents Association,Political Party,Registered,Great Britain,,,,,16/03/2000,True,False,False,False,,,Havering Residents Association Romford Town Ward,,01/04/2014 17:34:47,30/6
PP38,Havering Residents Association,Political Party,Registered,Great Britain,,,,,16/03/2000,True,False,False,False,,,Havering Residents Association Rainham Ward,,01/04/2014 17:34:47,30/6
PP38,Havering Residents Association,Political Party,Registered,Great Britain,,,,,16/03/2000,True,False,False,False,,,Havering Residents Association Brooklands Ward,,01/04/2014 17:34:47,30/6
PP38,Havering Residents Association,Political Party,Registered,Great Britain,,,,,16/03/2000,True,False,False,False,,,Havering Residents Association Squirrels Heath Ward,,01/04/2014 17:34:47,30/6
PP38,Havering Residents Association,Political Party,Registered,Great Britain,,,,,16/03/2000,True,False,False,False,,,"Havering Residents Association Mawney, Havering Park",,01/04/2014 17:34:47,30/6
PP38,Havering Residents Association,Political Party,Registered,Great Britain,,,,,16/03/2000,True,False,False,False,,,Havering Residents Association Heaton and Gooshays,,01/04/2014 17:34:47,30/6
PP6453,Heavy Woollen District Independents,Political Party,Registered,Great Britain,,,,,13/09/2017,True,False,False,False,,,Dewsbury Borough Independents — Heavy Woollen District,,14/09/2017 10:20:56,31/12
PP6453,Heavy Woollen District Independents,Political Party,Registered,Great Britain,,,,,13/09/2017,True,False,False,False,,,Batley Borough Independents — Heavy Woollen District,,14/09/2017 10:20:56,31/12
PP6453,Heavy Woollen District Independents,Political Party,Registered,Great Britain,,,,,13/09/2017,True,False,False,False,,,Spen Valley Independents — Heavy Woollen District,,14/09/2017 10:20:56,31/12
PP6453,Heavy Woollen District Independents,Political Party,Registered,Great Britain,,,,,13/09/2017,True,False,False,False,,,Mirfield Independents — Heavy Woollen District,,14/09/2017 10:20:56,31/12
PP6453,Heavy Woollen District Independents,Political Party,Registered,Great Britain,,,,,13/09/2017,True,False,False,False,,,Cleckheaton Independents — Heavy Woollen District,,14/09/2017 10:20:56,31/12
PP6453,Heavy Woollen District Independents,Political Party,Registered,Great Britain,,,,,13/09/2017,True,False,False,False,,,Liversedge and Gomersal Independents (Heavy Woollen),,14/09/2017 10:20:56,31/12
PP6453,Heavy Woollen District Independents,Political Party,Registered,Great Britain,,,,,13/09/2017,True,False,False,False,,,Birstall and Birkenshaw Independents (Heavy Woollen),,14/09/2017 10:20:56,31/12
PP6453,Heavy Woollen District Independents,Political Party,Registered,Great Britain,,,,,13/09/2017,True,False,False,False,,,Heavy Woollen Independents — your local choice,,14/09/2017 10:20:56,31/12
PP6453,Heavy Woollen District Independents,Political Party,Registered,Great Britain,,,,,13/09/2017,True,False,False,False,,,The Local Heavy Woollen Independents,,14/09/2017 10:20:56,31/12
PP6453,Heavy Woollen District Independents,Political Party,Registered,Great Britain,,,,,13/09/2017,True,False,False,False,,,Local Heavy Woollen Independent for MP,,14/09/2017 10:20:56,31/12
PP6453,Heavy Woollen District Independents,Political Party,Registered,Great Britain,,,,,13/09/2017,True,False,False,False,,,Heckmondwike and Norristhorpe Independents (Heavy Woollen),,02/10/2017 12:00:24,31/12
PP6453,Heavy Woollen District Independents,Political Party,Registered,Great Britain,,,,,13/09/2017,True,False,False,False,,,Batley and Spen — Heavy Woollen Independents,,07/05/2020 12:28:55,31/12
PP199,Henley Residents Group,Political Party,Registered,Great Britain,,,,,05/09/2001,True,False,False,False,,,,,,31/3
PP12550,Heritage Party,Political Party,Registered,Great Britain,,,,,21/10/2020,True,True,True,False,,,Heritage Party - Make London Great Again,,21/10/2020 11:00:50,31/12
PP12550,Heritage Party,Political Party,Registered,Great Britain,,,,,21/10/2020,True,True,True,False,,,Heritage Party - Make London Safe Again,,21/10/2020 11:00:50,31/12
PP12550,Heritage Party,Political Party,Registered,Great Britain,,,,,21/10/2020,True,True,True,False,,,Heritage Party - Traditional Family Values,,21/10/2020 11:00:50,31/12
PP12550,Heritage Party,Political Party,Registered,Great Britain,,,,,21/10/2020,True,True,True,False,,,Heritage Party - Social Conservatism,,21/10/2020 11:00:50,31/12
PP12550,Heritage Party,Political Party,Registered,Great Britain,,,,,21/10/2020,True,True,True,False,,,Heritage Party - Keep Our Countryside Green,,21/10/2020 11:00:50,31/12
PP12550,Heritage Party,Political Party,Registered,Great Britain,,,,,21/10/2020,True,True,True,False,,,Heritage Party - End Mass Immigration,,21/10/2020 11:00:50,31/12
PP12550,Heritage Party,Political Party,Registered,Great Britain,,,,,21/10/2020,True,True,True,False,,,Heritage Party - Make Britain Safe Again,,21/10/2020 11:00:50,31/12
PP12550,Heritage Party,Political Party,Registered,Great Britain,,,,,21/10/2020,True,True,True,False,,,Heritage Party - Free Speech and Liberty,,21/10/2020 11:00:50,31/12
PP12550,Heritage Party,Political Party,Registered,Great Britain,,,,,21/10/2020,True,True,True,False,,,Heritage Party - Scrap HS2,,21/10/2020 11:00:50,31/12
PP12550,Heritage Party,Political Party,Registered,Great Britain,,,,,21/10/2020,True,True,True,False,,,Heritage Party - Make Britain Great Again,,22/02/2021 15:17:10,31/12
PP1874,Hersham Village Society,Political Party,Registered,Great Britain,,,,,21/02/2012,True,False,False,False,,,,,,31/12
PP308,Hextable Independent,Political Party,Registered,Great Britain,,,,,20/03/2003,True,False,False,False,,,,,,31/12
PP15,Hinchley Wood Residents Association,Political Party,Registered,Great Britain,,,,,17/02/2000,True,False,False,False,,,Hinchley Wood / Weston Green Residents' Associations (Joint description withThames Ditton / Weston Green Residents’ Association),,23/03/2016 17:49:37,31/12
PP6638,Holland On Sea & Eastcliff Matters,Political Party,Registered,Great Britain,,,,,31/10/2017,True,False,False,False,,,Holland On Sea & Eastcliff Residents,,14/04/2020 12:01:53,31/12
PP6638,Holland On Sea & Eastcliff Matters,Political Party,Registered,Great Britain,,,,,31/10/2017,True,False,False,False,,,Holland On Sea Residents,,14/04/2020 12:01:53,31/12
PP12585,Hornchurch and Upminster Independents,Political Party,Registered,Great Britain,,,,,14/12/2020,True,False,False,False,,,Hornchurch and Upminster Independents Cranham,,14/12/2020 12:21:30,31/12
PP12585,Hornchurch and Upminster Independents,Political Party,Registered,Great Britain,,,,,14/12/2020,True,False,False,False,,,Hornchurch and Upminster Independents Elm Park,,14/12/2020 12:21:30,31/12
PP12585,Hornchurch and Upminster Independents,Political Party,Registered,Great Britain,,,,,14/12/2020,True,False,False,False,,,Hornchurch and Upminster Independents Hacton,,14/12/2020 12:21:30,31/12
PP12585,Hornchurch and Upminster Independents,Political Party,Registered,Great Britain,,,,,14/12/2020,True,False,False,False,,,Hornchurch and Upminster Independents South Hornchurch,,14/12/2020 12:21:30,31/12
PP12585,Hornchurch and Upminster Independents,Political Party,Registered,Great Britain,,,,,14/12/2020,True,False,False,False,,,Hornchurch and Upminster Independents St Andrew's,,14/12/2020 12:21:30,31/12
PP12585,Hornchurch and Upminster Independents,Political Party,Registered,Great Britain,,,,,14/12/2020,True,False,False,False,,,Hornchurch and Upminster Independents Upminster,,14/12/2020 12:21:30,31/12
PP12585,Hornchurch and Upminster Independents,Political Party,Registered,Great Britain,,,,,14/12/2020,True,False,False,False,,,Hornchurch and Upminster Independents Emerson Park,,14/12/2020 12:21:30,31/12
PP12585,Hornchurch and Upminster Independents,Political Party,Registered,Great Britain,,,,,14/12/2020,True,False,False,False,,,Hornchurch and Upminster Independents St George's,,14/12/2020 12:21:30,31/12
PP12585,Hornchurch and Upminster Independents,Political Party,Registered,Great Britain,,,,,14/12/2020,True,False,False,False,,,Hornchurch and Upminster Independents Beam Park,,14/12/2020 12:21:30,31/12
PP207,Hornchurch Residents Association,Political Party,Registered,Great Britain,,,,,30/10/2001,True,False,False,False,,,Hornchurch Residents' Association Hacton Ward,,30/10/2001 00:00:00,31/12
PP207,Hornchurch Residents Association,Political Party,Registered,Great Britain,,,,,30/10/2001,True,False,False,False,,,Hornchurch Residents' Association Hylands Ward,,30/10/2001 00:00:00,31/12
PP207,Hornchurch Residents Association,Political Party,Registered,Great Britain,,,,,30/10/2001,True,False,False,False,,,Hornchurch Residents' Association St Andrews Ward,,30/10/2001 00:00:00,31/12
PP8024,Horwich & Blackrod First Independents,Political Party,Registered,Great Britain,,,,,08/02/2019,True,False,False,False,,,Horwich First Independents,,08/02/2019 10:18:02,31/12
PP8024,Horwich & Blackrod First Independents,Political Party,Registered,Great Britain,,,,,08/02/2019,True,False,False,False,,,Blackrod First Independents,,08/02/2019 10:18:02,31/12
PP834,Humanity,Political Party,Registered,Great Britain,,,,,12/03/2010,True,True,True,False,,,,,,31/12
PPm9047,Ideal Bradford,Minor Party,Registered,,,,,,15/04/2019,True,False,False,True,,,,,,
PP11433,Independence for Scotland Party,Political Party,Registered,Great Britain,,,,,07/05/2020,False,True,False,False,,,,,,31/12
PP6839,Independent Alliance (Kent),Political Party,Registered,Great Britain,,,,,26/07/2018,True,False,False,False,,,,,,31/12
PPm11464,Independent Alliance – South Tyneside,Minor Party,Registered,,,,,,28/01/2020,True,False,False,True,,,,,,
PP293,Independent Green Voice,Political Party,Registered,Great Britain,,,,,14/03/2003,True,True,True,False,,,Independent Green Voice - (Convenor: Alistair McConnachie),,14/03/2003 00:00:00,31/12
PP293,Independent Green Voice,Political Party,Registered,Great Britain,,,,,14/03/2003,True,True,True,False,,,Independent Green Voice - Localism Not Globalism,,14/03/2003 00:00:00,31/12
PP293,Independent Green Voice,Political Party,Registered,Great Britain,,,,,14/03/2003,True,True,True,False,,,"Independent Green Voice - Ecology, Solidarity, Democracy",,14/03/2003 00:00:00,31/12
PP293,Independent Green Voice,Political Party,Registered,Great Britain,,,,,14/03/2003,True,True,True,False,,,"Independent Green Voice - Ecology, Localism, Democracy",,14/03/2003 00:00:00,31/12
PP293,Independent Green Voice,Political Party,Registered,Great Britain,,,,,14/03/2003,True,True,True,False,,,"Independent Green Voice - Democracy, Localism, Nature",,14/03/2003 00:00:00,31/12
PP293,Independent Green Voice,Political Party,Registered,Great Britain,,,,,14/03/2003,True,True,True,False,,,Independent Green Voice - Organic Green Scotland,,14/03/2003 00:00:00,31/12
PP293,Independent Green Voice,Political Party,Registered,Great Britain,,,,,14/03/2003,True,True,True,False,,,Independent Green Voice - The Natural Alternative,,14/03/2003 00:00:00,31/12
PP293,Independent Green Voice,Political Party,Registered,Great Britain,,,,,14/03/2003,True,True,True,False,,,"Independent Green Voice - Sustainability, Solidarity, Security",,14/03/2003 00:00:00,31/12
PP293,Independent Green Voice,Political Party,Registered,Great Britain,,,,,14/03/2003,True,True,True,False,,,Independent Green Voice - For Monetary Reform,,14/03/2003 00:00:00,31/12
PP293,Independent Green Voice,Political Party,Registered,Great Britain,,,,,14/03/2003,True,True,True,False,,,Independent Green Voice - For Democratic Money,,14/03/2003 00:00:00,31/12
PP293,Independent Green Voice,Political Party,Registered,Great Britain,,,,,14/03/2003,True,True,True,False,,,Independent Green Voice - For Ethical Politics,,14/03/2003 00:00:00,31/12
PP293,Independent Green Voice,Political Party,Registered,Great Britain,,,,,14/03/2003,True,True,True,False,,,"Independent Green Voice - Organic, Local, Democratic",,23/03/2021 13:50:12,31/12
PP44,Independent Kidderminster Hospital and Health Concern,Political Party,Registered,Great Britain,,,,,27/01/2000,True,False,False,False,,,Independent Health Concern,,02/02/2001 00:00:00,31/12
PP44,Independent Kidderminster Hospital and Health Concern,Political Party,Registered,Great Britain,,,,,27/01/2000,True,False,False,False,,,Health Concern,,02/02/2001 00:00:00,31/12
PP128,Independent Loughton Residents Association,Political Party,Registered,Great Britain,,,,,15/03/2001,True,False,False,False,,,,,,31/12
PP4072,Independent Network,Political Party,Registered,Northern Ireland,,,,,06/04/2016,False,False,False,False,,,Independent Network of Ireland,,06/04/2016 13:15:41,31/12
PP1951,Independent Network,Political Party,Registered,Great Britain,,,,,05/12/2012,True,True,True,False,,,North East Independent Network,,06/04/2016 12:55:28,31/12
PP1951,Independent Network,Political Party,Registered,Great Britain,,,,,05/12/2012,True,True,True,False,,,North West Independent Network,,06/04/2016 12:55:28,31/12
PP1951,Independent Network,Political Party,Registered,Great Britain,,,,,05/12/2012,True,True,True,False,,,West Midlands Independent Network,,06/04/2016 12:55:28,31/12
PP1951,Independent Network,Political Party,Registered,Great Britain,,,,,05/12/2012,True,True,True,False,,,East of England Independent Network,,06/04/2016 12:55:28,31/12
PP1951,Independent Network,Political Party,Registered,Great Britain,,,,,05/12/2012,True,True,True,False,,,London Independent Network,,06/04/2016 12:55:28,31/12
PP1951,Independent Network,Political Party,Registered,Great Britain,,,,,05/12/2012,True,True,True,False,,,South East Independent Network,,06/04/2016 12:55:28,31/12
PP1951,Independent Network,Political Party,Registered,Great Britain,,,,,05/12/2012,True,True,True,False,,,South West Independent Network,,06/04/2016 12:55:28,31/12
PP1951,Independent Network,Political Party,Registered,Great Britain,,,,,05/12/2012,True,True,True,False,,,Wales Independent Network,Rhwydwaith Annibynnol Cymru,06/04/2016 12:55:28,31/12
PP1951,Independent Network,Political Party,Registered,Great Britain,,,,,05/12/2012,True,True,True,False,,,Scotland Independent Network,,06/04/2016 12:55:28,31/12
PP1951,Independent Network,Political Party,Registered,Great Britain,,,,,05/12/2012,True,True,True,False,,,Island Independent Network,,30/10/2018 16:24:39,31/12
PP1951,Independent Network,Political Party,Registered,Great Britain,,,,,05/12/2012,True,True,True,False,,,Independent Network (Buckinghamshire),,02/09/2019 12:13:42,31/12
PP2575,Independent Sovereign Democratic Britain,Political Party,Registered,Great Britain,,,,,01/04/2015,True,True,True,False,,,,,,31/12
PP7984,Independent Union,Political Party,Registered,Great Britain,,,,,18/02/2019,True,False,False,False,,,Hartlepool Independent Union,,03/02/2020 16:34:23,31/12
PP7984,Independent Union,Political Party,Registered,Great Britain,,,,,18/02/2019,True,False,False,False,,,Independent Union - Hartlepool Independents,,03/02/2020 16:34:23,31/12
PP7984,Independent Union,Political Party,Registered,Great Britain,,,,,18/02/2019,True,False,False,False,,,Independent Union - Putting Seaton First,,03/02/2020 16:34:23,31/12
PP7984,Independent Union,Political Party,Registered,Great Britain,,,,,18/02/2019,True,False,False,False,,,Independent Union - Putting Hartlepool First,,03/02/2020 16:34:23,31/12
