Short Codes ,Utility,MRP Poll Sheet,Con,Lab,LD,Green,SNP,PC,Reform,Other,Single Top Progressive
UKPARL.2025.DLB,5,AVERAGE,31.09%,39.36%,10.05%,6.14%,0.00%,0.00%,12.50%,1.11%,TRUE
UKPARL.2025.DMD,1,YOUGOV MRPs (List),11.50%,22.10%,2.73%,3.87%,0.00%,42.92%,9.03%,7.85%,PC
UKPARL.2025.DMD,2,Electoral Calculus MRP (List),16.00%,22.00%,2.00%,2.00%,0.00%,53.00%,6.00%,0.00%,PC
UKPARL.2025.DMD,3,MIC MRP (List),18.36%,23.22%,3.11%,2.37%,0.00%,44.81%,7.87%,0.27%,PC
UKPARL.2025.DMD,4,Survation MRP (List),16.78%,21.18%,0.42%,3.13%,NI,52.82%,5.67%,0.01%,PC
UKPARL.2025.DMD,5,AVERAGE,15.66%,22.12%,2.06%,2.84%,0.00%,48.39%,7.14%,2.03%,TRUE
UKPARL.2025.DNC,1,YOUGOV MRPs (List),16.01%,56.21%,3.86%,5.87%,0.00%,0.00%,17.04%,1.01%,Lab
UKPARL.2025.DNC,2,Electoral Calculus MRP (List),18.00%,51.00%,3.00%,5.00%,0.00%,0.00%,23.00%,1.00%,Lab
UKPARL.2025.DNC,3,MIC MRP (List),25.81%,50.15%,4.36%,3.46%,0.00%,0.00%,14.64%,1.58%,Lab
UKPARL.2025.DNC,4,Survation MRP (List),19.95%,46.56%,4.64%,8.36%,NI,NI,17.17%,3.33%,Lab
UKPARL.2025.DNC,5,AVERAGE,19.94%,50.98%,3.97%,5.67%,0.00%,0.00%,17.96%,1.73%,TRUE
UKPARL.2025.DNE,1,YOUGOV MRPs (List),26.70%,41.50%,6.84%,5.64%,0.00%,0.00%,16.62%,2.69%,Lab
UKPARL.2025.DNE,2,Electoral Calculus MRP (List),30.00%,45.00%,3.00%,3.00%,0.00%,0.00%,19.00%,1.00%,Lab
UKPARL.2025.DNE,3,MIC MRP (List),35.41%,40.62%,5.61%,3.86%,0.00%,0.00%,13.29%,1.21%,Lab
UKPARL.2025.DNE,4,Survation MRP (List),23.03%,47.26%,3.53%,5.66%,NI,NI,18.69%,1.84%,Lab
UKPARL.2025.DNE,5,AVERAGE,28.79%,43.60%,4.75%,4.54%,0.00%,0.00%,16.90%,1.69%,TRUE
UKPARL.2025.DNN,1,YOUGOV MRPs (List),12.57%,55.84%,4.08%,4.83%,0.00%,0.00%,21.72%,0.95%,Lab
UKPARL.2025.DNN,2,Electoral Calculus MRP (List),15.00%,56.00%,3.00%,5.00%,0.00%,0.00%,20.00%,1.00%,Lab
UKPARL.2025.DNN,3,MIC MRP (List),24.60%,48.49%,4.59%,2.57%,0.00%,0.00%,17.74%,2.00%,Lab
UKPARL.2025.DNN,4,Survation MRP (List),20.83%,69.30%,4.40%,0.40%,NI,NI,NI,5.07%,Lab
UKPARL.2025.DNN,5,AVERAGE,18.25%,57.41%,4.02%,3.20%,0.00%,0.00%,19.82%,2.26%,TRUE
UKPARL.2025.DRL,1,YOUGOV MRPs (List),29.30%,46.60%,4.14%,7.25%,0.00%,0.00%,11.89%,0.82%,Lab
UKPARL.2025.DRL,2,Electoral Calculus MRP (List),26.00%,52.00%,3.00%,5.00%,0.00%,0.00%,13.00%,1.00%,Lab
UKPARL.2025.DRL,3,MIC MRP (List),31.69%,46.18%,6.34%,5.65%,0.00%,0.00%,9.21%,0.93%,Lab
UKPARL.2025.DRL,4,Survation MRP (List),27.60%,40.40%,2.67%,12.24%,NI,NI,17.09%,NI,Lab
UKPARL.2025.DRL,5,AVERAGE,28.65%,46.30%,4.04%,7.54%,0.00%,0.00%,12.80%,0.92%,TRUE
UKPARL.2025.DUD,1,YOUGOV MRPs (List),33.65%,40.81%,3.65%,4.78%,0.00%,0.00%,16.29%,0.82%,Lab
UKPARL.2025.DUD,2,Electoral Calculus MRP (List),29.00%,48.00%,2.00%,6.00%,0.00%,0.00%,15.00%,1.00%,Lab
UKPARL.2025.DUD,3,MIC MRP (List),37.80%,46.00%,4.99%,2.81%,0.00%,0.00%,7.41%,1.00%,Lab
UKPARL.2025.DUD,4,Survation MRP (List),30.81%,44.00%,2.35%,2.62%,NI,NI,18.23%,2.00%,Lab
UKPARL.2025.DUD,5,AVERAGE,32.81%,44.70%,3.25%,4.05%,0.00%,0.00%,14.23%,1.20%,TRUE
UKPARL.2025.DUN,1,YOUGOV MRPs (List),1.47%,29.61%,3.12%,11.37%,41.32%,0.00%,3.26%,9.85%,SNP
UKPARL.2025.DUN,2,Electoral Calculus MRP (List),2.00%,38.00%,6.00%,6.00%,41.00%,0.00%,0.00%,7.00%,SNP
UKPARL.2025.DUN,3,MIC MRP (List),8.56%,35.33%,6.58%,1.24%,41.97%,0.00%,4.49%,1.82%,SNP
UKPARL.2025.DUN,4,Survation MRP (List),6.82%,32.20%,5.12%,NI,48.80%,NI,3.62%,3.45%,SNP
UKPARL.2025.DUN,5,AVERAGE,4.71%,33.79%,5.20%,6.20%,43.27%,0.00%,2.84%,5.53%,TRUE
UKPARL.2025.DWN,1,YOUGOV MRPs (List),3.93%,60.59%,4.86%,24.12%,0.00%,0.00%,3.16%,3.35%,Lab
UKPARL.2025.DWN,2,Electoral Calculus MRP (List),6.00%,67.00%,4.00%,16.00%,0.00%,0.00%,6.00%,1.00%,Lab
UKPARL.2025.DWN,3,MIC MRP (List),13.74%,67.57%,2.38%,11.90%,0.00%,0.00%,2.99%,1.42%,Lab
UKPARL.2025.DWN,4,Survation MRP (List),14.65%,55.81%,1.79%,15.57%,NI,NI,8.93%,3.25%,Lab
UKPARL.2025.DWN,5,AVERAGE,9.58%,62.74%,3.26%,16.90%,0.00%,0.00%,5.27%,2.25%,TRUE
UKPARL.2025.EAC,1,YOUGOV MRPs (List),26.12%,51.89%,5.43%,6.41%,0.00%,0.00%,9.34%,0.81%,Lab
UKPARL.2025.EAC,2,Electoral Calculus MRP (List),23.00%,54.00%,5.00%,6.00%,0.00%,0.00%,10.00%,1.00%,Lab
UKPARL.2025.EAC,3,MIC MRP (List),30.27%,53.12%,4.86%,3.11%,0.00%,0.00%,7.45%,1.18%,Lab
UKPARL.2025.EAC,4,Survation MRP (List),23.28%,47.42%,5.29%,10.97%,NI,NI,10.20%,2.83%,Lab
UKPARL.2025.EAC,5,AVERAGE,25.67%,51.61%,5.15%,6.62%,0.00%,0.00%,9.25%,1.46%,TRUE
UKPARL.2025.EAE,1,YOUGOV MRPs (List),33.44%,21.66%,31.72%,4.20%,0.00%,0.00%,8.15%,0.82%,LD
UKPARL.2025.EAE,2,Electoral Calculus MRP (List),25.00%,30.00%,27.00%,4.00%,0.00%,0.00%,13.00%,1.00%,Lab
UKPARL.2025.EAE,3,MIC MRP (List),33.60%,35.71%,17.21%,3.26%,0.00%,0.00%,8.77%,1.45%,Lab
UKPARL.2025.EAE,4,Survation MRP (List),29.68%,33.33%,22.97%,3.95%,NI,NI,8.74%,1.33%,Lab
UKPARL.2025.EAE,5,AVERAGE,30.43%,30.18%,24.72%,3.85%,0.00%,0.00%,9.67%,1.15%,FALSE
UKPARL.2025.EAR,1,YOUGOV MRPs (List),30.07%,41.49%,13.85%,5.03%,0.00%,0.00%,8.73%,0.83%,Lab
UKPARL.2025.EAR,2,Electoral Calculus MRP (List),26.00%,44.00%,13.00%,7.00%,0.00%,0.00%,9.00%,0.00%,Lab
UKPARL.2025.EAR,3,MIC MRP (List),32.60%,37.94%,17.50%,4.21%,0.00%,0.00%,7.05%,0.70%,Lab
UKPARL.2025.EAR,4,Survation MRP (List),35.93%,40.77%,14.11%,7.04%,NI,NI,NI,2.15%,Lab
UKPARL.2025.EAR,5,AVERAGE,31.15%,41.05%,14.62%,5.82%,0.00%,0.00%,8.26%,0.92%,TRUE
UKPARL.2025.EAS,1,YOUGOV MRPs (List),10.41%,60.96%,3.90%,4.98%,0.00%,0.00%,18.81%,0.94%,Lab
UKPARL.2025.EAS,2,Electoral Calculus MRP (List),12.00%,61.00%,3.00%,5.00%,0.00%,0.00%,19.00%,1.00%,Lab
UKPARL.2025.EAS,3,MIC MRP (List),22.26%,52.02%,5.23%,3.74%,0.00%,0.00%,15.12%,1.62%,Lab
UKPARL.2025.EAS,4,Survation MRP (List),10.78%,49.84%,7.61%,1.97%,NI,NI,27.15%,2.66%,Lab
UKPARL.2025.EAS,5,AVERAGE,13.86%,55.96%,4.94%,3.92%,0.00%,0.00%,20.02%,1.56%,TRUE
UKPARL.2025.EAT,1,YOUGOV MRPs (List),12.94%,63.54%,4.58%,10.18%,0.00%,0.00%,7.93%,0.82%,Lab
UKPARL.2025.EAT,2,Electoral Calculus MRP (List),12.00%,63.00%,3.00%,10.00%,0.00%,0.00%,12.00%,1.00%,Lab
UKPARL.2025.EAT,3,MIC MRP (List),20.04%,63.50%,4.19%,3.96%,0.00%,0.00%,6.82%,1.49%,Lab
UKPARL.2025.EAT,4,Survation MRP (List),22.56%,43.39%,11.49%,6.86%,NI,NI,8.91%,6.79%,Lab
UKPARL.2025.EAT,5,AVERAGE,16.89%,58.36%,5.82%,7.75%,0.00%,0.00%,8.92%,2.52%,TRUE
UKPARL.2025.EAW,1,YOUGOV MRPs (List),29.45%,12.09%,48.62%,2.30%,0.00%,0.00%,6.71%,0.83%,LD
UKPARL.2025.EAW,2,Electoral Calculus MRP (List),26.00%,22.00%,41.00%,3.00%,0.00%,0.00%,8.00%,0.00%,LD
UKPARL.2025.EAW,3,MIC MRP (List),33.81%,23.10%,34.10%,1.32%,0.00%,0.00%,6.79%,0.88%,LD
UKPARL.2025.EAW,4,Survation MRP (List),26.16%,10.05%,50.32%,1.69%,NI,NI,10.37%,1.40%,LD
UKPARL.2025.EAW,5,AVERAGE,28.85%,16.81%,43.51%,2.08%,0.00%,0.00%,7.97%,0.78%,TRUE
UKPARL.2025.EBN,1,YOUGOV MRPs (List),21.33%,10.07%,54.07%,2.27%,0.00%,0.00%,10.15%,2.10%,LD
UKPARL.2025.EBN,2,Electoral Calculus MRP (List),27.00%,20.00%,38.00%,5.00%,0.00%,0.00%,11.00%,0.00%,LD
UKPARL.2025.EBN,3,MIC MRP (List),31.56%,16.56%,41.39%,1.51%,0.00%,0.00%,8.55%,0.42%,LD
UKPARL.2025.EBN,4,Survation MRP (List),19.82%,10.83%,52.84%,2.52%,NI,NI,12.87%,1.13%,LD
UKPARL.2025.EBN,5,AVERAGE,24.93%,14.37%,46.58%,2.83%,0.00%,0.00%,10.64%,0.91%,TRUE
UKPARL.2025.ECA,1,YOUGOV MRPs (List),14.07%,63.86%,8.16%,7.90%,0.00%,0.00%,5.21%,0.81%,Lab
UKPARL.2025.ECA,2,Electoral Calculus MRP (List),13.00%,58.00%,9.00%,11.00%,0.00%,0.00%,8.00%,1.00%,Lab
UKPARL.2025.ECA,3,MIC MRP (List),19.10%,58.15%,12.18%,4.80%,0.00%,0.00%,4.76%,1.01%,Lab
UKPARL.2025.ECA,4,Survation MRP (List),19.44%,52.51%,10.71%,7.41%,NI,NI,6.47%,3.45%,Lab
UKPARL.2025.ECA,5,AVERAGE,16.40%,58.13%,10.01%,7.78%,0.00%,0.00%,6.11%,1.57%,TRUE
UKPARL.2025.EEC,1,YOUGOV MRPs (List),36.31%,21.73%,25.71%,5.36%,0.00%,0.00%,10.07%,0.81%,LD
UKPARL.2025.EEC,2,Electoral Calculus MRP (List),31.00%,28.00%,27.00%,4.00%,0.00%,0.00%,10.00%,0.00%,Lab
UKPARL.2025.EEC,3,MIC MRP (List),38.72%,24.12%,28.29%,2.16%,0.00%,0.00%,6.11%,0.61%,LD
UKPARL.2025.EEC,4,Survation MRP (List),25.89%,26.70%,28.21%,4.06%,NI,NI,13.90%,1.25%,LD
UKPARL.2025.EEC,5,AVERAGE,32.98%,25.14%,27.30%,3.89%,0.00%,0.00%,10.02%,0.67%,FALSE
UKPARL.2025.EEM,1,YOUGOV MRPs (List),2.83%,33.83%,3.35%,10.71%,36.77%,0.00%,3.29%,9.23%,SNP
UKPARL.2025.EEM,2,Electoral Calculus MRP (List),3.00%,40.00%,7.00%,9.00%,35.00%,0.00%,0.00%,6.00%,Lab
UKPARL.2025.EEM,3,MIC MRP (List),9.98%,34.18%,7.45%,4.62%,36.36%,0.00%,4.67%,2.73%,SNP
UKPARL.2025.EEM,4,Survation MRP (List),9.18%,30.15%,5.65%,5.81%,42.90%,NI,2.60%,3.72%,SNP
UKPARL.2025.EEM,5,AVERAGE,6.25%,34.54%,5.86%,7.53%,37.76%,0.00%,2.64%,5.42%,FALSE
UKPARL.2025.EGU,1,YOUGOV MRPs (List),40.97%,23.22%,17.74%,7.27%,0.00%,0.00%,10.01%,0.80%,Lab
UKPARL.2025.EGU,2,Electoral Calculus MRP (List),37.00%,31.00%,11.00%,10.00%,0.00%,0.00%,11.00%,1.00%,Lab
UKPARL.2025.EGU,3,MIC MRP (List),35.81%,24.06%,21.77%,8.92%,0.00%,0.00%,8.74%,0.71%,Lab
UKPARL.2025.EGU,4,Survation MRP (List),38.70%,33.00%,20.31%,6.95%,NI,NI,NI,1.04%,Lab
UKPARL.2025.EGU,5,AVERAGE,38.12%,27.82%,17.70%,8.28%,0.00%,0.00%,9.92%,0.89%,TRUE
UKPARL.2025.EHA,1,YOUGOV MRPs (List),37.02%,17.97%,29.26%,5.88%,0.00%,0.00%,9.05%,0.81%,LD
UKPARL.2025.EHA,2,Electoral Calculus MRP (List),35.00%,28.00%,18.00%,7.00%,0.00%,0.00%,11.00%,0.00%,Lab
UKPARL.2025.EHA,3,MIC MRP (List),36.48%,20.71%,23.17%,9.68%,0.00%,0.00%,9.33%,0.63%,LD
UKPARL.2025.EHA,4,Survation MRP (List),31.92%,22.19%,22.42%,5.23%,NI,NI,17.46%,0.78%,LD
UKPARL.2025.EHA,5,AVERAGE,35.11%,22.22%,23.21%,6.95%,0.00%,0.00%,11.71%,0.56%,FALSE
UKPARL.2025.EHM,1,YOUGOV MRPs (List),5.45%,70.16%,3.57%,12.33%,0.00%,0.00%,4.50%,3.99%,Lab
UKPARL.2025.EHM,2,Electoral Calculus MRP (List),4.00%,66.00%,2.00%,14.00%,0.00%,0.00%,11.00%,2.00%,Lab
UKPARL.2025.EHM,3,MIC MRP (List),11.94%,72.56%,3.58%,4.92%,0.00%,0.00%,3.19%,3.81%,Lab
UKPARL.2025.EHM,4,Survation MRP (List),10.63%,64.96%,2.39%,7.93%,NI,NI,6.86%,7.24%,Lab
UKPARL.2025.EHM,5,AVERAGE,8.01%,68.42%,2.88%,9.80%,0.00%,0.00%,6.39%,4.26%,TRUE
UKPARL.2025.EKS,1,YOUGOV MRPs (List),3.26%,46.06%,2.76%,5.49%,32.27%,0.00%,3.32%,6.84%,Lab
UKPARL.2025.EKS,2,Electoral Calculus MRP (List),8.00%,37.00%,7.00%,8.00%,34.00%,0.00%,0.00%,7.00%,Lab
UKPARL.2025.EKS,3,MIC MRP (List),13.75%,30.38%,8.51%,5.10%,34.56%,0.00%,4.56%,3.14%,SNP
UKPARL.2025.EKS,4,Survation MRP (List),10.37%,49.58%,2.97%,2.73%,28.78%,NI,3.80%,1.76%,Lab
UKPARL.2025.EKS,5,AVERAGE,8.85%,40.76%,5.31%,5.33%,32.40%,0.00%,2.92%,4.68%,FALSE
UKPARL.2025.ELN,1,YOUGOV MRPs (List),17.12%,57.31%,7.35%,10.08%,0.00%,0.00%,7.52%,0.62%,Lab
UKPARL.2025.ELN,2,Electoral Calculus MRP (List),13.00%,60.00%,3.00%,11.00%,0.00%,0.00%,10.00%,1.00%,Lab
UKPARL.2025.ELN,3,MIC MRP (List),21.95%,62.01%,5.65%,4.13%,0.00%,0.00%,4.39%,1.87%,Lab
UKPARL.2025.ELN,4,Survation MRP (List),19.66%,49.62%,6.89%,13.64%,NI,NI,5.45%,4.74%,Lab
UKPARL.2025.ELN,5,AVERAGE,17.93%,57.24%,5.72%,9.71%,0.00%,0.00%,6.84%,2.06%,TRUE
UKPARL.2025.ELP,1,YOUGOV MRPs (List),9.58%,67.89%,4.34%,6.66%,0.00%,0.00%,10.73%,0.81%,Lab
UKPARL.2025.ELP,2,Electoral Calculus MRP (List),14.00%,65.00%,3.00%,9.00%,0.00%,0.00%,9.00%,1.00%,Lab
UKPARL.2025.ELP,3,MIC MRP (List),17.78%,58.30%,8.76%,6.54%,0.00%,0.00%,7.77%,0.85%,Lab
UKPARL.2025.ELP,4,Survation MRP (List),15.96%,57.57%,2.64%,6.93%,NI,NI,14.74%,2.15%,Lab
UKPARL.2025.ELP,5,AVERAGE,14.33%,62.19%,4.68%,7.28%,0.00%,0.00%,10.56%,1.20%,TRUE
UKPARL.2025.ELS,1,YOUGOV MRPs (List),13.64%,60.60%,6.17%,13.13%,0.00%,0.00%,5.79%,0.68%,Lab
UKPARL.2025.ELS,2,Electoral Calculus MRP (List),9.00%,63.00%,5.00%,12.00%,0.00%,0.00%,9.00%,2.00%,Lab
UKPARL.2025.ELS,3,MIC MRP (List),18.19%,62.83%,6.05%,5.62%,0.00%,0.00%,4.17%,3.14%,Lab
UKPARL.2025.ELS,4,Survation MRP (List),15.75%,48.47%,11.59%,8.59%,NI,NI,9.06%,6.54%,Lab
UKPARL.2025.ELS,5,AVERAGE,14.15%,58.72%,7.20%,9.83%,0.00%,0.00%,7.00%,3.09%,TRUE
UKPARL.2025.ENF,1,YOUGOV MRPs (List),18.83%,59.54%,6.17%,6.90%,0.00%,0.00%,7.75%,0.81%,Lab
UKPARL.2025.ENF,2,Electoral Calculus MRP (List),19.00%,57.00%,4.00%,7.00%,0.00%,0.00%,12.00%,1.00%,Lab
UKPARL.2025.ENF,3,MIC MRP (List),24.54%,60.72%,4.36%,3.44%,0.00%,0.00%,5.74%,1.19%,Lab
UKPARL.2025.ENF,4,Survation MRP (List),27.18%,43.22%,7.06%,9.08%,NI,NI,10.24%,3.22%,Lab
UKPARL.2025.ENF,5,AVERAGE,22.39%,55.12%,5.40%,6.61%,0.00%,0.00%,8.93%,1.56%,TRUE
UKPARL.2025.ENL,1,YOUGOV MRPs (List),4.14%,35.00%,4.78%,10.24%,34.28%,0.00%,2.85%,8.72%,Lab
UKPARL.2025.ENL,2,Electoral Calculus MRP (List),5.00%,36.00%,13.00%,9.00%,31.00%,0.00%,0.00%,7.00%,Lab
UKPARL.2025.ENL,3,MIC MRP (List),12.05%,28.81%,11.19%,6.43%,31.96%,0.00%,5.41%,4.17%,SNP
UKPARL.2025.ENL,4,Survation MRP (List),12.75%,35.41%,9.80%,5.19%,32.89%,NI,2.51%,1.46%,Lab
UKPARL.2025.ENL,5,AVERAGE,8.48%,33.80%,9.69%,7.71%,32.53%,0.00%,2.69%,5.34%,FALSE
UKPARL.2025.EPF,1,YOUGOV MRPs (List),38.53%,32.08%,8.39%,6.56%,0.00%,0.00%,13.63%,0.81%,Lab
UKPARL.2025.EPF,2,Electoral Calculus MRP (List),34.00%,40.00%,6.00%,6.00%,0.00%,0.00%,14.00%,1.00%,Lab
UKPARL.2025.EPF,3,MIC MRP (List),39.00%,36.54%,7.73%,6.31%,0.00%,0.00%,9.21%,1.22%,Lab
UKPARL.2025.EPF,4,Survation MRP (List),44.31%,39.76%,9.78%,3.88%,NI,NI,NI,2.28%,Lab
UKPARL.2025.EPF,5,AVERAGE,38.96%,37.09%,7.98%,5.69%,0.00%,0.00%,12.28%,1.33%,TRUE
UKPARL.2025.ERF,1,YOUGOV MRPs (List),13.39%,41.06%,3.30%,4.30%,29.81%,0.00%,2.60%,5.54%,Lab
UKPARL.2025.ERF,2,Electoral Calculus MRP (List),16.00%,30.00%,8.00%,7.00%,32.00%,0.00%,0.00%,8.00%,SNP
UKPARL.2025.ERF,3,MIC MRP (List),19.50%,26.42%,10.52%,3.47%,29.14%,0.00%,6.18%,4.79%,SNP
UKPARL.2025.ERF,4,Survation MRP (List),24.29%,31.73%,3.76%,0.12%,33.57%,NI,5.25%,1.29%,SNP
UKPARL.2025.ERF,5,AVERAGE,18.29%,32.30%,6.39%,3.72%,31.13%,0.00%,3.51%,4.90%,FALSE
UKPARL.2025.ERW,1,YOUGOV MRPs (List),30.57%,45.17%,5.25%,4.80%,0.00%,0.00%,13.39%,0.82%,Lab
UKPARL.2025.ERW,2,Electoral Calculus MRP (List),29.00%,50.00%,2.00%,4.00%,0.00%,0.00%,14.00%,0.00%,Lab
UKPARL.2025.ERW,3,MIC MRP (List),32.28%,47.97%,3.55%,3.97%,0.00%,0.00%,10.45%,1.78%,Lab
UKPARL.2025.ERW,4,Survation MRP (List),25.88%,46.38%,2.79%,3.73%,NI,NI,18.84%,2.37%,Lab
UKPARL.2025.ERW,5,AVERAGE,29.43%,47.38%,3.40%,4.13%,0.00%,0.00%,14.17%,1.24%,TRUE
UKPARL.2025.ESL,1,YOUGOV MRPs (List),33.34%,19.27%,30.74%,5.62%,0.00%,0.00%,10.22%,0.82%,LD
UKPARL.2025.ESL,2,Electoral Calculus MRP (List),24.00%,22.00%,37.00%,4.00%,0.00%,0.00%,13.00%,1.00%,LD
UKPARL.2025.ESL,3,MIC MRP (List),33.24%,20.42%,36.59%,2.35%,0.00%,0.00%,7.07%,0.34%,LD
UKPARL.2025.ESL,4,Survation MRP (List),29.48%,23.56%,27.54%,5.77%,NI,NI,12.45%,1.20%,LD
UKPARL.2025.ESL,5,AVERAGE,30.02%,21.31%,32.97%,4.43%,0.00%,0.00%,10.68%,0.84%,TRUE
UKPARL.2025.ESO,1,YOUGOV MRPs (List),5.90%,52.96%,4.41%,8.84%,22.24%,0.00%,2.68%,2.97%,Lab
UKPARL.2025.ESO,2,Electoral Calculus MRP (List),4.00%,58.00%,8.00%,8.00%,16.00%,0.00%,0.00%,6.00%,Lab
UKPARL.2025.ESO,3,MIC MRP (List),10.33%,39.47%,10.10%,8.52%,19.58%,0.00%,5.25%,6.74%,Lab
UKPARL.2025.ESO,4,Survation MRP (List),13.45%,43.07%,4.67%,14.80%,19.34%,NI,1.69%,2.98%,Lab
UKPARL.2025.ESO,5,AVERAGE,8.42%,48.38%,6.80%,10.04%,19.29%,0.00%,2.41%,4.67%,TRUE
UKPARL.2025.ESU,1,YOUGOV MRPs (List),39.43%,22.47%,21.86%,4.72%,0.00%,0.00%,10.71%,0.81%,Lab
UKPARL.2025.ESU,2,Electoral Calculus MRP (List),31.00%,32.00%,20.00%,3.00%,0.00%,0.00%,14.00%,1.00%,Lab
UKPARL.2025.ESU,3,MIC MRP (List),37.54%,26.22%,18.69%,6.99%,0.00%,0.00%,9.36%,1.19%,Lab
UKPARL.2025.ESU,4,Survation MRP (List),33.43%,31.31%,15.16%,5.03%,NI,NI,13.83%,1.24%,Lab
UKPARL.2025.ESU,5,AVERAGE,35.35%,28.00%,18.93%,4.94%,0.00%,0.00%,11.98%,1.06%,TRUE
UKPARL.2025.ESW,1,YOUGOV MRPs (List),9.21%,33.45%,3.92%,8.30%,33.64%,0.00%,3.73%,7.75%,SNP
UKPARL.2025.ESW,2,Electoral Calculus MRP (List),9.00%,30.00%,10.00%,9.00%,35.00%,0.00%,0.00%,7.00%,SNP
UKPARL.2025.ESW,3,MIC MRP (List),15.18%,25.32%,10.04%,6.69%,32.96%,0.00%,5.98%,3.84%,SNP
UKPARL.2025.ESW,4,Survation MRP (List),12.69%,26.54%,6.22%,7.16%,41.52%,NI,4.78%,1.09%,SNP
UKPARL.2025.ESW,5,AVERAGE,11.52%,28.83%,7.55%,7.79%,35.78%,0.00%,3.62%,4.92%,TRUE
UKPARL.2025.ETH,1,YOUGOV MRPs (List),28.95%,47.80%,4.13%,6.32%,0.00%,0.00%,11.99%,0.81%,Lab
UKPARL.2025.ETH,2,Electoral Calculus MRP (List),26.00%,50.00%,3.00%,6.00%,0.00%,0.00%,14.00%,1.00%,Lab
UKPARL.2025.ETH,3,MIC MRP (List),33.82%,44.47%,5.35%,8.19%,0.00%,0.00%,7.43%,0.73%,Lab
UKPARL.2025.ETH,4,Survation MRP (List),28.68%,36.08%,4.11%,12.58%,NI,NI,17.24%,1.29%,Lab
UKPARL.2025.ETH,5,AVERAGE,29.36%,44.59%,4.15%,8.27%,0.00%,0.00%,12.67%,0.96%,TRUE
UKPARL.2025.EWE,1,YOUGOV MRPs (List),6.25%,15.78%,24.28%,9.18%,29.77%,0.00%,6.19%,8.55%,SNP
UKPARL.2025.EWE,2,Electoral Calculus MRP (List),5.00%,22.00%,38.00%,7.00%,22.00%,0.00%,0.00%,6.00%,LD
UKPARL.2025.EWE,3,MIC MRP (List),12.41%,20.16%,27.81%,8.29%,21.22%,0.00%,5.78%,4.33%,LD
UKPARL.2025.EWE,4,Survation MRP (List),12.12%,23.46%,30.42%,4.53%,19.69%,NI,4.71%,5.08%,LD
UKPARL.2025.EWE,5,AVERAGE,8.95%,20.35%,30.13%,7.25%,23.17%,0.00%,4.17%,5.99%,FALSE
UKPARL.2025.EWH,1,YOUGOV MRPs (List),17.08%,61.15%,4.59%,8.67%,0.00%,0.00%,7.70%,0.81%,Lab
UKPARL.2025.EWH,2,Electoral Calculus MRP (List),16.00%,60.00%,4.00%,10.00%,0.00%,0.00%,10.00%,1.00%,Lab
UKPARL.2025.EWH,3,MIC MRP (List),22.35%,62.76%,4.63%,3.58%,0.00%,0.00%,5.28%,1.40%,Lab
UKPARL.2025.EWH,4,Survation MRP (List),22.77%,51.66%,4.67%,4.48%,NI,NI,10.63%,5.78%,Lab
UKPARL.2025.EWH,5,AVERAGE,19.55%,58.89%,4.47%,6.68%,0.00%,0.00%,8.40%,2.25%,TRUE
UKPARL.2025.EWS,1,YOUGOV MRPs (List),28.29%,51.76%,4.72%,5.20%,0.00%,0.00%,9.23%,0.80%,Lab
UKPARL.2025.EWS,2,Electoral Calculus MRP (List),28.00%,48.00%,5.00%,6.00%,0.00%,0.00%,12.00%,1.00%,Lab
UKPARL.2025.EWS,3,MIC MRP (List),33.94%,44.26%,6.04%,8.34%,0.00%,0.00%,6.51%,0.92%,Lab
UKPARL.2025.EWS,4,Survation MRP (List),24.27%,48.68%,4.46%,9.56%,NI,NI,11.92%,1.11%,Lab
UKPARL.2025.EWS,5,AVERAGE,28.63%,48.17%,5.06%,7.27%,0.00%,0.00%,9.92%,0.96%,TRUE
UKPARL.2025.EWT,1,YOUGOV MRPs (List),39.34%,34.70%,8.44%,4.78%,0.00%,0.00%,11.94%,0.81%,Lab
UKPARL.2025.EWT,2,Electoral Calculus MRP (List),41.00%,36.00%,6.00%,6.00%,0.00%,0.00%,10.00%,0.00%,Lab
UKPARL.2025.EWT,3,MIC MRP (List),44.30%,28.30%,13.91%,5.03%,0.00%,0.00%,7.94%,0.51%,Lab
UKPARL.2025.EWT,4,Survation MRP (List),32.75%,31.56%,15.73%,5.81%,NI,NI,12.67%,1.48%,Lab
UKPARL.2025.EWT,5,AVERAGE,39.35%,32.64%,11.02%,5.40%,0.00%,0.00%,10.64%,0.70%,TRUE
UKPARL.2025.EXM,1,YOUGOV MRPs (List),33.48%,29.44%,11.17%,6.48%,0.00%,0.00%,14.66%,4.77%,Lab
UKPARL.2025.EXM,2,Electoral Calculus MRP (List),30.00%,30.00%,22.00%,4.00%,0.00%,0.00%,13.00%,1.00%,Lab
UKPARL.2025.EXM,3,MIC MRP (List),35.80%,31.36%,8.97%,5.30%,0.00%,0.00%,12.69%,5.89%,Lab
UKPARL.2025.EXM,4,Survation MRP (List),24.14%,24.09%,10.81%,9.19%,NI,NI,28.53%,3.25%,Lab
UKPARL.2025.EXM,5,AVERAGE,30.85%,28.72%,13.24%,6.24%,0.00%,0.00%,17.22%,3.73%,TRUE
UKPARL.2025.EXT,1,YOUGOV MRPs (List),13.92%,60.04%,4.35%,13.15%,0.00%,0.00%,7.71%,0.82%,Lab
